name,address,lat,lon,phone
모모캠핑,강원특별자치도 횡성군 갑천면 외갑천로736번길 2,37.5661632798763,128.084247046415,010-3378-6752
휴심채,충남 보령시 통나무마을1길 48-21 (신흑동),36.3288975463537,126.526982532191,
디지털곤충학습관캠프,경남 창녕군 창녕읍 담안길 33-8,35.5171418570627,128.547535675043,
나홀로캠프,제주특별자치도 제주시 애월읍 곽납로 62-10,33.4427264713839,126.317188910281,
가평 깨비도 글램핑,경기 가평군 가평읍 태봉두밀로 460,37.8164457668772,127.45211817089,
단양청정밸리 캠핑장,충북 단양군 영춘면 남천4길 104-41,37.0381827695281,128.50046037274,
루트113 베이스캠프,울산 울주군 삼동면 보삼길 115,35.4896730203951,129.115575474596,
세그루 캠핑장,경기 안산시 단원구 영전로 329 (대부동동),37.2437786043272,126.615491827782,
밤별생각 낮달이야기,충북 제천시 백운면 덕동로 527-13,37.2129523182569,127.958374250751,
청산캠핑장,강원특별자치도 원주시 호저면 칠봉로 604-5,37.4407063771689,127.893094790745,
늘데이,경기 남양주시 진접읍 경복대로197번길 5-21,37.7153802356655,127.202362270202,
해핑 글램핑,경기 포천시 소흘읍 광릉수목원로 967-1,37.7746191005908,127.138894951413,
에메랄드 글램핑장,강원특별자치도 정선군 남면 자뭇골길 295,37.2382388917382,128.760048045705,
마차박물관 어린이체험 캠핑장,충북 진천군 문백면 농다리로 34-4,36.7796353224726,127.442650325414,
모나팜 캠핑장,충남 아산시 순천향로 623-22 (신인동),36.7532322143845,126.993259124756,
더봄야영장,전남 신안군 압해읍 송림양알길 188,34.8942100619672,126.347908728721,
가야산뷰관광농원캠핑장,경남 합천군 가야면 매화산로 424-20,35.7589027346787,128.123035374822,
화양야영장,경기 양평군 강상면 강상로 422-38,37.4594865098241,127.475433631722,
아이호 캠핌장,강원특별자치도 인제군 상남면 자포대길 550-112,37.8676612873874,128.191426654161,
아싸캠프I,충북 충주시 산척면 인등로 282,37.0736537898854,127.989014803138,
페르마타,경기 가평군 상면 녹수계곡로 30,37.7649682515393,127.394326598057,
싱싱포레 야영장,,,,
문장대 조아 캠핑장,경북 상주시 화북면 문장로 1666-48,36.5553017769791,127.923204155876,
캠프힐 올되다 캠핑장,경북 고령군 덕곡면 덕운로 666,35.7830559600019,128.223581704929,
참외별 캠핑장,경북 성주군 금수강산면 성주로 548-31,35.9229444721579,128.09159198293,
담터 휴 캠핑장,강원특별자치도 철원군 동송읍 담터길 372,38.1639468287004,127.189473689183,
블루모어 글램핑 리조트,경남 남해군 삼동면 죽방로 615,34.8134702692119,127.959926398132,
빵굽는 카라반,경기 포천시 영중면 금화봉2길 75,37.9817327231797,127.237663252433,
동산포 캠핑장,강원도 양양군 현남면 동산리 90-35	,37.9780457140583,128.759440449891,
국립자연휴양림관리소(중미산자연휴양림),경기 양평군 옥천면 중미산로 1152,37.5880186,127.4546124,031-771-1766
유명산힐링캠프,경기 가평군 설악면 어비산길 201-62,37.590898,127.5131851,010-7612-1372
등억알프스야영장,울산광역시 울주군 상북면 등억알프스리 309-1,35.551338,129.094384,052-229-9607
공릉관광지 캠핑장,경기도 파주시 조리읍 장곡로 218 ,37.7498499,126.8335561,031-950-1990
지오클럽,부산 기장군 일광읍 기장해안로 1272,35.2579122,129.2351214,
호수산장관광농원,경기 여주시 가남읍 신해1길 95-52,37.2322552,127.5417531,031-882-9779
백운계곡캠핑장,경기 포천시 이동면 화동로 2318-64,38.0515953576869,127.384485782472,010-9311-0667
벨루아 캠핑장,충북 청주시 청원구 오창읍 성산2길 196-40,36.7439411202931,127.408620689467,
산과 벗 캠핑장,충북 진천군 백곡면 배티로 405,36.9097206666567,127.343459925624,
강주학교캠프,경남 함안군 법수면 장백로 675,35.3223988,128.3298669,010-2501-6750
라바돔힐링타운,인천 옹진군 영흥면 영흥로722번길 36,37.2724933372272,126.456291689348,032-553-9979
내안에 쉼 캠핑파크,강원특별자치도 춘천시 동면 가락재로 1325,37.8629073104704,127.84966358467,033-241-9772
영월별마로펜션캠핑,강원 영월군 무릉도원면 무릉법흥로 1078-22,37.3519894,128.2797022,010-4138-3919
패밀리오토캠핑장(한국전통문화체험학교),충북 제천시 덕산면 월악산로4길 10,36.8922136,128.1375076,043-651-2866
은빛물결캠핑장,경기 가평군 조종면 대보간선로 260,37.8023638820366,127.366610584828,010-6764-5061
산청엔경호강캠핑장,경남 산청군 금서면 동의보감로312번가길 141-70,35.4495208,127.8514190,010-4843-4420
대율저수지 오토캠핑장,전라북도 김제시 금구면 대화리 357-8 ,35.7894513,127.037422,063-543-0202
인제연가리오토캠핑장펜션,강원도 인제군 기린면 조침령로 1418-7 ,37.9739973,128.4349274,
야생초마을아미골,경기 연천군 미산면 숭의전로222번길 140,38.0184602,126.9549544,010-3365-0121
아낌없이주는나무,경기 동두천시 안흥로 78 (안흥동),37.9278782365951,127.042763738579,031-865-1500
밤벌캠핑장,경기 가평군 설악면 어비산길 15-23,37.6010933310507,127.494674238424,
왕산골 관광농원,경북 구미시 고아읍 원대로18길 51-14,36.1921326,128.3210710,
스테이펀 글램핑,전남 영암군 영암읍 기찬랜드로 46,34.7911127855413,126.683268903958,061-472-1550
계절감각글램핑엔카라반,경기 가평군 조종면 운악청계로371번길 83,37.8516952520119,127.349134587738,010-3544-8401
변산오토캠핑장,전북 부안군 변산면 변산로 2054,35.6824139,126.5336697,0507-1366-6867
은빛초원 캠핑장,경기도 화성시 원천동 672-1 ,37.2226794,126.8006489,010-9003-7727
한다리골캠핑장,강원 원주시 소초면 백교길 84-15,37.4261787,128.0634619,
해간도캠핑장,경남 통영시 용남면 해간길 55,34.8674533,128.4682022,010-2788-1610
해간도카라반,경남 통영시 용남면 해간길 55-1,34.8677724127299,128.46762365335,010-2788-1610
별빛갯벌캠핑장,충남 서천군 비인면 갯벌체험로 805,36.110194702513,126.607985610718,010-8114-1914
문암해변캠핑장,강원특별자치도 삼척시 근덕면 초곡리 319-1,37.3103930,129.2862058,010-3418-1357
오크힐캠핑장,경기 의정부시 동일로150번길 116 (장암동),37.7052388556034,127.058253613012,
비원 바베큐&캠핑,경기 여주시 흥천면 문장안길 51-35,37.372299867084,127.522681631061,010-2784-6611
캠프운악Hi,경기 포천시 일동면 영일로 665-5,37.9382210431449,127.275972301942,010-8458-8141
용인 에버베이카라반,경기 용인시 처인구 포곡읍 부곡로 149-5,37.2803879157021,127.206022146424,02-899-7475
도전캠핑장,경기 여주시 강천면 원양1로 732-5,37.3379874107033,127.75135705107,
신스 글램핑,전남 고흥군 과역면 고흥로 3172-11,34.6952605673597,127.362161593915,010-2248-4363
수대울 캠핑장,경기 양평군 서종면 수대울길 147,37.5840814545938,127.357598060266,
아람치 야영장,충남 당진시 석문면 산단9로 56,37.0180882175326,126.580445634545,
인북천 물빛테마공원 캠핑장,강원특별자치도 인제군 서화면 천도양지길 14-57,38.2258503249831,128.206176560152,033-462-8823
자연의꿈2,경기 파주시 법원읍 초리골길 230,37.8551659996065,126.894301267449,
별빛 오토 캠핑장,경남 거창군 북상면 산수병곡길 261,35.7886766514638,127.76415274796,
한밤터,대구 군위군 부계면 한밤8길 147,36.0528422352038,128.646515846892,
천사섬 오션 카라반,전남 신안군 자은면 한운길 151,34.922097284133,126.074852974937,
별의바다 조동캠핑장,충북 영동군 용화면 민주지산로 765,36.046414330169,127.814760740437,
구이PICK,경기 오산시 서랑로 208-13 (지곶동),37.1721587091675,127.021614539629,
잔디마당 자동차 야영장,경북 봉화군 춘양면 춘양로 785-82,36.9764277417805,128.888213590755,
해든,경기 포천시 영북면 비둘기낭길 60-7,38.0746871235999,127.224690957713,
리버백담 캠핑장,강원특별자치도 인제군 북면 황태길 103,38.2035902437173,128.351839686248,
그린델발트 캠핑앤카라반,경기 가평군 설악면 미사리로 828-20,37.7198825590557,127.548149360809,
내포레캠핑장,충남 홍성군 홍북읍 홍북로 626,36.6616790876268,126.703514470766,
사기리134,경북 경산시 하양읍 환성로 339,35.9332324541023,128.771748855319,
흥림호수농원,충남 서천군 종천면 대백제로 1415-124,36.1250122438783,126.686013342914,
토종캠핑장,충북 괴산군 청천면 괴산로 383-11,36.6265859326146,127.796280314483,
화개 캠핑장 쉼,경남 하동군 화개면 쌍계로 185-14,35.2004825538043,127.632847558381,
(주)궁평해윰캠핑장,경기 화성시 서신면 궁평항로 1069-11,37.116158062163,126.683373988865,031-356-7339
올라봄 캠크닉,경기 화성시 향남읍 향봉로 84,37.1419702071512,126.940335690205,
모래알캠핑장,경북 포항시 북구 송라면 봉화길245번길 42,36.2411441785678,129.381062507368,
온온,경기 양평군 단월면 물레골길 24-13,37.641440946874,127.606742171158,
도프앙 캠핑,제주특별자치도 서귀포시 대정읍 도원로26번길 20,33.2752421750316,126.17267682054,
라일락 관광농원,경기 안산시 단원구 선감로 258-34 (선감동),37.2186388700444,126.637715721025,
늘 푸른 사랑농원,충북 충주시 소태면 주치길 396-20,37.1366407303401,127.859875124894,
닻별 캠핑장,경남 산청군 생비량면 상능로 159-93,35.3774628293457,128.053399167169,
그린델발트 글램핑,경기 가평군 설악면 미사리로 828-40,37.7190250772186,127.548312152282,
피톤치드 글램핑장,,,,
멍 캠핑장,강원특별자치도 강릉시 구정면 오독떼기길 20,37.7046940250839,128.889495530804,
연천와캠핑 글램핑,경기 연천군 미산면 청정로 1049,38.0382262687278,126.966020651345,
(주)화원684,전남 해남군 화원면 매봉길 528-8,34.759605,126.291803,061-537-3377
휴랜드관광농원,경기 포천시 이동면 금강로 6159-7,38.0784830,127.3886788,
스타빌,제주특별자치도 서귀포시 안덕면 광평로 34-154,33.3400879,126.3950490,064-793-9100
용대 황지 캠핑장,강원 인제군 북면 진부령로 123,38.2250401,128.3661929,033-462-0745
수인야영장,강원 양구군 양구읍 소양호로 1086-13,38.0244377,127.9363261,
전주 아중호수 캠핑장,전북특별자치도 전주시 덕진구 왜망실길 100 (우아동1가),35.8159681,127.1923083,010-5511-7083
스테리움 제천,충북 제천시 백운면 구학산로 1038,37.2045616,128.0085048,
땅끝황토나라테마촌,전라남도 해남군 송지면 땅끝해안로 1730 ,34.3216232,126.519902,061-533-9822
러브팩토리펜션캠핑장,강원특별자치도 정선군 남면 광락로 521,37.319454722129,128.679631332453,
엘리시안 강촌 캠핑파크,강원 춘천시 남산면 북한강변길 688,37.8161589,127.5919389,033-260-2568
한방자연휴양림,경남 산청군 금서면 동의보감로555번길 186,35.4340358,127.8236808,
간현관광지 캠핑장,강원 원주시 지정면 소금산길 26,37.3648933,127.8325455,033-731-4088
김포예당캠핑장,경기도 김포시 월곶면 문수산로 216,37.7481594,126.5334652,010-7474-3113
소금강마을에코센터 오토캠핑장,강원 강릉시 연곡면 진고개로 1826-11,37.8479465,128.7413289,033-661-0401
함양용추오토캠핑장,경남 함양군 안의면 용추계곡로 491-12,35.6747148700159,127.773398300681,055-962-2943
물고기 관광농원,경기도 김포시 감정동 276-2,37.6262628,126.6910308,
가평자작나무글램핑,경기 가평군 북면 화악산로 729-17,37.9339118,127.5567259,010-3429-4025
시에스타,경북 경주시 안강읍 새안현로 928,35.9505220342164,129.139785057272,
로하스캠핑,경기 연천군 중면 군중로 319-46,38.1321962,127.0256313,010-9669-5573
로하스캠핑,전라북도 정읍시 산내면 종성리 662,35.5338423,127.0819153,
도원야영장,전남 화순군 이서면 도원길 80-30,35.1110285,127.0269073,061-374-1197
변산해수욕장 야영장,전북 부안군 변산면 변산로 2100,35.6786745,126.5303407,063-583-6951
태백산국립공원 소도야영장,강원 태백시 천제단길 181 (소도동),37.1180784,128.9517389,033-553-7441
글램포레 글램핑,경기 포천시 영북면 산정호수로 1008-1,38.0890548919399,127.320977699374,010-2687-8778
하늘캠핑장,강원도 평창군 봉평면 흥정리 93-12 ,37.6570901,128.3078886,070-4755-3362
평창하늘캠핑장,강원특별자치도 평창군 봉평면 흥정계곡4길 71-8,37.6510309261089,128.31559890863,010-2311-2397
달숲스테이,충북 제천시 금성면 산곡3길 151,37.0882141574673,128.189047934853,
사노리숲,경기 구리시 동구릉로459번길 181 (사노동),37.6363036,127.1309851,031-572-4511
펫밀리애견파크타운,경기 가평군 청평면 북한강로 2060,37.6999472988293,127.394841440619,010-7732-7409
포레 앙비떼,강원특별자치도 영월군 무릉도원면 엄둔길 287,37.3215666659907,128.234602900703,
강천섬캠핑장,경기 여주시 강천면 강천리길 88-60,37.2320566284187,127.698021628627,031-881-6903
LAFORESTA(라포레스타),충북 제천시 금성면 산곡3길 153,37.0884867658915,128.188836141834,
세종 합강캠핑장,세종특별자치시 태산로 329 (세종동),36.5158721,127.3371065,044-850-1117
비토 노을숲 글램핑,경남 사천시 서포면 거북길 254,34.9722881228937,127.964142011966,02-1555-6254
구리토평가족캠핑장,경기도 구리시 왕숙천로 11-140,37.5864147,127.1586925,031-550-3788
법흥 캠핑장,강원 영월군 무릉도원면 백년계곡길 14-3,37.3661435701895,128.273805985359,010-7778-8201
얼음골까투리 펜션&캠핑장,경상남도 밀양시 산내면 얼음골로 134-22 ,35.5797758,128.9785338,055-356-8887
영암군 국민여가 캠핑장,전라남도 영암군 영암읍 회문리 산 1번지 ,34.7895733692047,126.691841825935,061-470-2240
진도풍경오토캠핑장,전라남도 진도군 의신면 의신사천길 15-21,34.4653393,126.294498,061-540-1174
하동군 다목적 캠핑장,경상남도 하동군 옥종면 두양리 1073-219 ,35.2454174,127.8901533,
마루한캠핑장,전남 담양군 금성면 상신기길 108,35.3147295376754,127.05875435645,
캠프정감,충남 아산시 송악면 외암로 176,36.6673666,126.9901457,
필리가 캠핑,강원특별자치도 영월군 김삿갓면 두릉골길 11,37.1218328,128.595542,010-9857-5901
청풍호반 캠핑장,충북 제천시 청풍면 용곡길 218,36.9843271440776,128.119158067296,
월계수 캠핑장,경상북도 경주시 산내면 문복로 758 ,35.6967840,129.0575008,010-5592-5253
강원 홍천 알프스밸리 캠핑나라 글램독,강원 홍천군 화촌면 구룡령로 1016-27,37.7478748,128.0439875,033-433-2332
대박캠프,경남 함양군 안의면 용추계곡로 396,35.6740691290432,127.782754762637,
캠프어게인,경북 경주시 내남면 화계로 418-4,35.7735473,129.1689864,
무녀도캠핑장,전북 군산시 옥도면 무녀도2길 19,35.8050722,126.4220801,063-464-4040
우성낚시&캠핑,충남 공주시 우성면 채죽산길 50,36.4729971806817,127.086228738589,010-2709-4580
구조라항캠핑장,경남 거제시 일운면 구조라로 15-2,34.8081136,128.698387,0507-1446-5878
구룡자동차야영장(치악산국립공원),강원 원주시 소초면 구룡마을길 14,37.4081447,128.0454132,033-732-5231
윈드힐글램핑카라반캠핑장,경기 남양주시 수동면 비룡로 1738-23,37.7650323,127.2845480,
판타스틱 캠프닉,경기 시흥시 군자로 125-40 (월곶동),37.3722060,126.7700953,031-497-3355
치올라 캠핑장,강원특별자치도 원주시 소초면 무쇠점1길 52,37.4232757023582,128.053092354648,0507-1450-0946
캐스트라글램핑,경기 가평군 북면 멱골로 398-24,37.9238119252076,127.583809053086,
매봉산 천상의 숲,강원특별자치도 태백시 백두대간로 563 (창죽동),37.2275890590455,128.977261174764,033-249-5873
경주 보문호 글램핑,경북 경주시 보문마을길 28-10 (구황동),35.8384499338061,129.245746800781,
캠핑요기야,경북 김천시 증산면 수도길 208-47,35.8906368924732,128.017689767471,
솔담야영장,대구 군위군 부계면 한티로 2176,36.0625359340086,128.656284898691,
바보온달 리조트,경남 산청군 생비량면 상능로150번길 155,35.3851710245276,128.06558365905,
춘풍원 농촌체험 휴양마을 야영장,경남 합천군 쌍백면 쌍백중앙로 99,35.4443198456598,128.14502995027,
담터 민수 캠핑장,경기 포천시 관인면 담터길 271,38.1572332815387,127.194769015362,
산내들 관광농원,경기 포천시 영북면 산정호수로 688,38.0656151895683,127.326630640024,
제임스글램핑,경기 포천시 이동면 화동로 2406,38.0570160553066,127.385840753332,
강릉 바다내음 캠핑장,강원특별자치도 강릉시 강동면 율곡로 1616,37.7184025431018,129.004494248311,033-640-9826
소백산 별빛감성 캠핑장,충북 단양군 가곡면 새밭로 483,36.9963548229567,128.424225732081,
상무평화공원 캠핑장,전남 장성군 삼계면 영장로 1738-16,35.248299127881,126.671729301602,061-392-1500
덕신야영장,경남 남해군 설천면 남해대로 4110-9,34.9329227904967,127.873923270744,055-864-3524
합천오토캠핑장,경남 합천군 봉산면 월행로 911,35.6124241215639,128.025947110628,
섬진강캠핑장,전북 정읍시 산외면 산외로 445-30,35.6230461,127.0387790,063-537-8688
고도 캠핑장,경북 고령군 대가야읍 신남로 61,35.7122373,128.2651206,054-955-1133
빌리지스톤캠프,경북 고령군 쌍림면 대가야로 446-47,35.6654887,128.2361211,
서진이네 오토캠핑장,전남 광양시 옥룡면 신재로 1479,35.0797949033453,127.603540538234,
캠핑 유유자적,대구 달성군 가창면 우록3길 64-1,35.7134588944037,128.631146851762,010-8588-2730
펫츠런파크,경남 거제시 둔덕면 언양로 83,34.8784100289324,128.539481169206,010-9783-1427
송백농원(이나투캠핑),경북 구미시 산동읍 송백로 674-1,36.2015016949696,128.472586967198,010-3088-4070
메타파크,전남 담양군 금성면 금성산성길 260,35.3707606,127.0215244,010-3625-9457
백미리 희망캠핑장,경기 화성시 서신면 백미길 210-24,37.1473174,126.6828463,031-355-3364
합천 씨파크,경남 합천군 대병면 합천호수로 525,35.5443965,128.0537350,055-815-8883
씨앤씨글램핑카라반오토캠핑,충남 태안군 소원면 구름포길 117,36.8355387638903,126.152716182676,010-5420-5105
북한산 둥글이네 캠핑,경기 고양시 덕양구 북한산로387번길 45-12 (지축동),37.6623783,126.9488461,010-7101-3638
백무동야영장,경상남도 함양군 마천면 강청리 148,35.3580771,127.6813458,055-963-1260
안단테 홍천캠핑장,강원 홍천군 내촌면 가래올길 53-16,37.8072142,128.0826466,033-433-0211
OK가족캠핑장,전남 영광군 대마면 영장로10길 4,35.3168536,126.6011272,
삼인산밸리캠핑장,,,,
태안 안면도 비비애견동반캠핑장,충청남도 태안군 남면 신온리 169-13,36.6133484,126.3038417,
아로니움글램핑,인천 강화군 삼산면 삼산남로 85-11,37.6876952,126.3635132,032-933-5882
자연과함께 펜션캠핑장,강원 영월군 무릉도원면 무릉법흥로 968-31,37.3447591,128.2802974,010-5015-1366
부라보캠프,강원특별자치도 양양군 현북면 법수치길 59,37.9461820298908,128.65764383675,010-8010-3123
글램핑스토리,경남 합천군 가야면 구미가천로 345-1,35.7492671,128.0877518,0507-1378-5239
충주 알프스 캠핑장,충북 충주시 동량면 지등로 1733-2,36.9740868556638,128.049787262541,
다옴 캠핑장,경남 하동군 적량면 동점길 18-71,35.1491675790959,127.7533482726,010-9020-4266
달서별빛캠프 캠핑장,대구 달서구 앞산순환로 248 (송현동),35.8232437,128.5570421,053-667-3191
고흥거금락 한옥펜션캠핑장,전남 고흥군 금산면 거금일주로 3116-19,34.4775892,127.1341211,0507-1346-9695
자연과우리 캠핑장,강원 양양군 현북면 법수치길 277,37.9403186,128.6461312,033-673-1637
송림캠핑장,,,,
사계절랜드파크마검포텐트오토캠핑장,,,,
시선글램핑,경남 남해군 삼동면 동부대로 983-8,34.7885397,128.0496298,
청솔캠핑장,전남 장성군 남면 황토로 220,35.2453760016576,126.796876841074,
양양 고인돌 캠핑장,강원 양양군 서면 고인돌길 200-49,38.0539374809579,128.574197764713,0507-1324-4049
오대천 휴 캠핑클럽,강원특별자치도 평창군 진부면 오대천로 553,37.5333219,128.5666742,
대둔산 수락오토캠핑장,충남 논산시 벌곡면 수락계곡길 274-15,36.1416810975072,127.301682525199,041-733-1661
좌구산오토캠핑장,충청북도 증평군 증평읍 율리 259-1 ,36.7139424,127.6499702,043-835-4557
캠프 포레스트,경북 경주시 산내면 문복로 106,35.6485437082611,129.066568225893,010-2869-7574
능산캠핑스쿨,충북 음성군 삼성면 금율로389번길 30,37.0401855059284,127.538320899991,050-6512-3599
국립화천숲속야영장,강원특별자치도 화천군 간동면 배후령길 1144,38.0103067173771,127.797555507496,033-441-4466
스테이현 캠핑장,전북특별자치도 순창군 동계면 장군목길 394,35.4485410,127.2036786,
모닥모닥 황매산 캠핑장,경남 산청군 차황면 황매산로 860-29,35.4543474378104,127.97339201521,010-2546-4179
우주선캠프,전남 고흥군 동일면 신초길 95-73,34.4949852550375,127.449028598502,010-6748-8083
큐브빌리지글램핑,전남 강진군 대구면 청자로 1339-74,34.5351298,126.8000499,010-6522-2241
호반 캠핑장 & 글램핑 카라반 춘천점,강원특별자치도 춘천시 영서로 3189 (신동),37.9339721,127.7178084,033-263-3304
양주 구암 캠핑장,경기 양주시 남면 휴암로284번길 91-47,37.8830861169451,126.964033555828,031-851-9548
산음 해피데이 캠핑장,경남 산청군 단성면 호암로632번길 14-13,35.3162887125206,127.903068293311,010-4000-3267
글램365,경기 가평군 조종면 운악청계로490번길 47-3,37.8607470500864,127.358910153332,
파주캠핑마을,경기 파주시 탄현면 방촌로628번길 25-57,37.8014497634694,126.722274376663,
안녕 라브리사,경남 창원시 마산합포구 구산면 안녕로 204,35.1187082920882,128.598469287997,
루미너스글램핑,전남 여수시 돌산읍 안굴전길 76-23,34.6953278161863,127.775806917968,
휴파티,경남 김해시 주촌면 동선길 38,35.2394300123322,128.842486021655,
선감 캠핑장,경기 안산시 단원구 개건너길 78 (선감동),37.2205718116667,126.629912157751,
캠퍼디,경기 여주시 북내면 여강로 375,37.3329311722144,127.685994991528,
너우리 캠핑농원,경기 포천시 관인면 숯골길 284,38.1335606579509,127.255779445591,
브라운,인천 강화군 화도면 해안남로 2680-14,37.6345859807983,126.374654787234,
호두마루 캠핑,경남 사천시 서포면 선창부두길 17,34.991245017836,127.973847258383,
금도끼캠핑장,충북 영동군 심천면 이원심천로 336-15,36.240920583939,127.697891110451,
블루웨일,경남 고성군 삼산면 두포5길 113-139,34.9234153655485,128.301477675963,055-673-4994
심학산야영장,경기도 파주시 돌곶이길 57(서패동 178-18번지),37.7139289,126.6966317,
연천 사미천 캠핑장,경기도 연천군 장남면 장백로 330번길 236,37.996091,126.890469,031-833-7796
산유리캠핑장,경기 가평군 가평읍 분자골로 91,37.7584693,127.5040835,
힐링캠핑야영장,충남 태안군 소원면 연들길 22,36.7523095,126.1385368,
